Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team B - Player 1,Team B - Player 2,Team B - Player 3
Pool Play,Premier +5.0,Group A,1,Single game,Fowler/Hinkle,Straight Outta Brittingham,Fowler/Hinkle,21,16,,,,,Kyle Fowler,fredric hinkle,,Devon Lee,Anthony Winney,
Pool Play,Premier +5.0,Group A,1,Single game,JJ Dr. Jackal and Mr. Fried,Freak Martha,JJ Dr. Jackal and Mr. Fried,21,14,,,,,Grant Marshall,James Ledbetter,,Jake Martha,Kelly O’Connor,
Pool Play,Premier +5.0,Group B,1,Single game,Push 'til Failure,Too Much Sandwich,Push 'til Failure,21,8,,,,,Tyler Fernandez,Josh Hutko,,Joseph Motto,Sean Caufield,
Pool Play,Premier +5.0,Group B,1,Single game,hella breaks,HowMuchWoodWouldJackWoodIfJackCould,HowMuchWoodWouldJackWoodIfJackCould,19,21,,,,,Caleb Brock,Drew Ryder,,Jackson Wood,Izayah Gibson,
Pool Play,Premier +5.0,Group C,1,Single game,Glizzy Gladiators,Munchkins,Glizzy Gladiators,21,10,,,,,Jacob Summers,Polk Denmark,,Jack Walker,Samuel Davis,
Pool Play,Premier +5.0,Group C,1,Single game,Quality Control,Grant/Capobianco,Quality Control,21,19,,,,,Samuel Corey,Artie Singer,,Michael Capobianco,Dustin Grant,
Pool Play,Premier +5.0,Group D,1,Single game,Road Rage,Keener’s weeners and Sid’s kids,Road Rage,21,19,,,,,Matt Spolarich,Justin Shaytar,,Tyler Keener,Sidney Mathues,
Pool Play,Premier +5.0,Group D,1,Single game,The Klondike Bars,VBR BARNBALL,VBR BARNBALL,19,21,,,,,Caleb Jarrett,Chandler Hertzler,,Nathan Montgomery,James Mitchum,
Pool Play,Premier +5.0,Group E,1,Single game,Boogie Woogie,CCR - Jets dead?,Boogie Woogie,21,19,,,,,Adam Porter,Ben Savage,,Matt Garbecki,Gabe Packevicz,
Pool Play,Premier +5.0,Group E,1,Single game,fathomable,David/Marlon,David/Marlon,19,21,,,,,Bradley Clark,Bransen Eppes,,Marlon Fleming,David Gonzales,
Pool Play,Premier +5.0,Group F,1,Single game,Kyler/Church,Reid's Practice Squad,Kyler/Church,21,15,,,,,Kyler Cote,Taylor Church,,Maciah Aldrich,Jon Moe,
Pool Play,Premier +5.0,Group F,1,Single game,Bait and Switch,Limitless Faith,Bait and Switch,21,14,,,,,Owen Bass,Ellis Bass,,Ethan Domster,Andrew Raber,
Pool Play,Premier +5.0,Group G,1,Single game,Chu là,WE BRING THE BOOM,Chu là,21,7,,,,,Thomas Déry,Guillaume Bilodeau,,Henrik Hoeldtke,Dan Bonowski,
Pool Play,Premier +5.0,Group G,1,Single game,Akimbo,Weeks/White,Akimbo,21,14,,,,,Jared Beaufait,Chase Meyer,,Brooks Weeks,Caleb White,
Pool Play,Premier +5.0,Group H,1,Single game,Biggie’s Step-Dads,Out Of System,Biggie’s Step-Dads,21,13,,,,,Clifford Amadeo LeVeque,Nick Evanko,,Chris Hartings,Aleks Essen,
Pool Play,Premier +5.0,Group H,1,Single game,Yum Yum Shop,Dethrone,Dethrone,16,21,,,,,Brandon Stokes,Dalton Gilder,,Patricio Duran,Ryan Fernandez,
Pool Play,Premier +5.0,Group I,1,Single game,Disordered,Beauty and the Beast,Disordered,21,12,,,,,Andrew Greer,Solomon Berry,,Thomas Langlois,William Chenier,
Pool Play,Premier +5.0,Group I,1,Single game,Shockwave,Green,Shockwave,21,13,,,,,Sam Bunze,John Buchanan,,Lucas Hope,Connor Prelich,
Pool Play,Premier +5.0,Group J,1,Single game,Shorter & Taller,Cubbies,Shorter & Taller,21,14,,,,,Caleb Shorter,Andrew Sullivan,,Sam Mccune,Riley Nassour,
Pool Play,Premier +5.0,Group J,1,Single game,Bruh moment,Chicken Wing,Bruh moment,21,12,,,,,Garrett Blanchard,Jacob Arzaga,,Justin Wang,Kevin Chen,
Pool Play,Premier +5.0,Group K,1,Single game,Allin/Bunze,2 Rookies,2 Rookies,18,21,,,,,Benjamin Bunze,Micah Allin,,Tyler Cisek,Preston Bies,
Pool Play,Premier +5.0,Group K,1,Single game,Coast to Coast,PBR SOSD Last Dance,Coast to Coast,21,17,,,,,Sam Clarke,Juan Moscoso,,Brian Perlson,Ezra Dantowitz,
Pool Play,Premier +5.0,Group L,1,Single game,Shower Party,Stout-U-Mah,Shower Party,21,19,,,,,Henry Pilliod,Olivier Laurin,,Jared Kula,Brady Van Straten,
Pool Play,Premier +5.0,Group L,1,Single game,TBR Engorged,Free On Mach,TBR Engorged,21,13,,,,,Cole Maddox,Brandon Tice,,Pat Marinich,Demitri Forand,
Pool Play,Premier +5.0,Group M,1,Single game,O’Block B-Team,ABG Busty,O’Block B-Team,21,13,,,,,Neal Bergman,Joey Reynolds,,Jeremy Lee,Peyton Stack,
Pool Play,Premier +5.0,Group M,1,Single game,Cleveland Cowboys,cloudy with A chance of servball,cloudy with A chance of servball,23,25,,,,,Daniel Patten,Levi Rogers,,Adam Weiss,Chase Bremner,
Pool Play,Premier +5.0,Group N,1,Single game,Amnesia,Groovy Goofies,Amnesia,21,16,,,,,Tyler Stokes,Garrett Carver,,Guillaume Boilard,Samuel Poirier,
Pool Play,Premier +5.0,Group N,1,Single game,Moo Deng,TSA,Moo Deng,25,23,,,,,Kurt Lannetti,Liam Sherron,,Braedan Thomas,Harrison Baisden,
Pool Play,Premier +5.0,Group O,1,Single game,Dinomite,Oops,Dinomite,21,19,,,,,Auriel Wish,Charlie Camarena,,Jackson Biggs,Javier Vidal,
Pool Play,Premier +5.0,Group O,1,Single game,Camp Mak-A-Dream,Freakuency Shift,Camp Mak-A-Dream,21,11,,,,,Josef Quispe,Tommy Drake,,Seth Cutler,Prady Vijayakumar,
