"tourney","Division","Round","Date","game_id","mT1P1","mT1P2","mT2P1","mT2P2","mT1_result","mT1_score","mT2_score"
"2021SOCALCLASSIC","WOMENS","POOL",21-06-26,170,"CHRISTINA DINH","KELSEY DEJESUS","PAIGE KOSCHE","LARESSA LINDEEN",1,15,5
"2021SOCALCLASSIC","WOMENS","POOL",21-06-26,171,"PERRIN YORK","SHERRY ZHANG","JENNA DIMAGGIO","STACEY GRIMES",1,15,13
"2021SOCALCLASSIC","WOMENS","POOL",21-06-26,172,"KAYLA WU-FLEMING","KALIN MORGAN","ALEX BUCKMAN","WHITNEY FRAIRE",1,15,11
"2021SOCALCLASSIC","WOMENS","POOL",21-06-26,173,"SARAH ALLEN","KARAH HUI","MEY HELM","JACKIE YOO",0,12,15
"2021SOCALCLASSIC","WOMENS","POOL",21-06-26,174,"JESS PENNER","ADDISON SEALE","JENNA DIMAGGIO","STACEY GRIMES",0,8,15
"2021SOCALCLASSIC","WOMENS","POOL",21-06-26,175,"CHRISTINA DINH","KELSEY DEJESUS","SHERRY ZHANG","PERRIN YORK",1,15,11
"2021SOCALCLASSIC","WOMENS","POOL",21-06-26,176,"KAYLA WU-FLEMING","KALIN MORGAN","KARAH HUI","SARAH ALLEN",1,15,11
"2021SOCALCLASSIC","WOMENS","POOL",21-06-26,177,"WHITNEY FRAIRE","ALEX BUCKMAN","PAIGE KOSCHE","LARESSA LINDEEN",1,15,2
"2021SOCALCLASSIC","WOMENS","POOL",21-06-26,178,"JACKIE YOO","MEY HELM","JENNA DIMAGGIO","STACEY GRIMES",1,15,12
"2021SOCALCLASSIC","WOMENS","POOL",21-06-26,179,"JESS PENNER","ADDISON SEALE","KELSEY DEJESUS","CHRISTINA DINH",0,7,15
"2021SOCALCLASSIC","WOMENS","ROUND OF 16",21-06-26,180,"LARESSA LINDEEN","PAIGE KOSCHE","ADDISON SEALE","JESS PENNER",0,5,21
"2021SOCALCLASSIC","WOMENS","ROUND OF 16",21-06-26,181,"LARESSA LINDEEN","PAIGE KOSCHE","ADDISON SEALE","JESS PENNER",0,7,21
"2021SOCALCLASSIC","WOMENS","QUARTER-FINALS",21-06-26,182,"KAYLA WU-FLEMING","KALIN MORGAN","ADDISON SEALE","JESS PENNER",1,1,0
"2021SOCALCLASSIC","WOMENS","QUARTER-FINALS",21-06-26,183,"KAYLA WU-FLEMING","KALIN MORGAN","ADDISON SEALE","JESS PENNER",1,1,0
"2021SOCALCLASSIC","WOMENS","QUARTER-FINALS",21-06-26,184,"SARAH ALLEN","KARAH HUI","MEY HELM","JACKIE YOO",1,21,6
"2021SOCALCLASSIC","WOMENS","QUARTER-FINALS",21-06-26,185,"SARAH ALLEN","KARAH HUI","MEY HELM","JACKIE YOO",1,21,12
"2021SOCALCLASSIC","WOMENS","QUARTER-FINALS",21-06-26,186,"WHITNEY FRAIRE","ALEX BUCKMAN","JENNA DIMAGGIO","STACEY GRIMES",1,1,0
"2021SOCALCLASSIC","WOMENS","QUARTER-FINALS",21-06-26,187,"WHITNEY FRAIRE","ALEX BUCKMAN","JENNA DIMAGGIO","STACEY GRIMES",1,1,0
"2021SOCALCLASSIC","WOMENS","QUARTER-FINALS",21-06-26,188,"CHRISTINA DINH","KELSEY DEJESUS","SHERRY ZHANG","PERRIN YORK",1,1,0
"2021SOCALCLASSIC","WOMENS","QUARTER-FINALS",21-06-26,189,"CHRISTINA DINH","KELSEY DEJESUS","SHERRY ZHANG","PERRIN YORK",1,1,0
"2021SOCALCLASSIC","WOMENS","SEMI-FINALS",21-06-26,190,"KAYLA WU-FLEMING","KALIN MORGAN","KARAH HUI","SARAH ALLEN",1,1,0
"2021SOCALCLASSIC","WOMENS","SEMI-FINALS",21-06-26,191,"KAYLA WU-FLEMING","KALIN MORGAN","KARAH HUI","SARAH ALLEN",1,1,0
"2021SOCALCLASSIC","WOMENS","SEMI-FINALS",21-06-26,192,"WHITNEY FRAIRE","ALEX BUCKMAN","KELSEY DEJESUS","CHRISTINA DINH",1,1,0
"2021SOCALCLASSIC","WOMENS","3RD PLACE",21-06-26,195,"CHRISTINA DINH","KELSEY DEJESUS","KARAH HUI","SARAH ALLEN",0,0,2
"2021SOCALCLASSIC","WOMENS","P5: SEMI-FINALS",21-06-26,196,"JACKIE YOO","MEY HELM","ADDISON SEALE","JESS PENNER",1,1,0
"2021SOCALCLASSIC","WOMENS","P5: SEMI-FINALS",21-06-26,197,"JACKIE YOO","MEY HELM","ADDISON SEALE","JESS PENNER",1,1,0
"2021SOCALCLASSIC","WOMENS","P5: SEMI-FINALS",21-06-26,198,"PERRIN YORK","SHERRY ZHANG","JENNA DIMAGGIO","STACEY GRIMES",0,0,1
"2021SOCALCLASSIC","WOMENS","P5: SEMI-FINALS",21-06-26,199,"PERRIN YORK","SHERRY ZHANG","JENNA DIMAGGIO","STACEY GRIMES",0,0,1
"2021SOCALCLASSIC","WOMENS","5TH PLACE",21-06-26,200,"JACKIE YOO","MEY HELM","JENNA DIMAGGIO","STACEY GRIMES",1,21,14
"2021SOCALCLASSIC","WOMENS","5TH PLACE",21-06-26,201,"JACKIE YOO","MEY HELM","JENNA DIMAGGIO","STACEY GRIMES",1,21,14
"2021AF","WOMENS ADVANCED","POOL",21-07-10,202,"LIZA MURRAY","LEXI STRONG","CAMILLE ANDERSON","KAITLIN RO",1,21,19
"2021AF","WOMENS ADVANCED","POOL",21-07-10,203,"JENNIFER WILSON","NICOLE WARNER","ALEAH GREGORY","HALEY COWAN",0,13,21
"2021AF","WOMENS ADVANCED","POOL",21-07-10,204,"KIERSTIE FELLER","NICOL GAHLEY","BRITT PEREZ","ALICIA TRUJILLO",0,13,21
"2021AF","WOMENS ADVANCED","POOL",21-07-10,205,"LIZA MURRAY","LEXI STRONG","ALEAH GREGORY","HALEY COWAN",1,21,9
"2021AF","WOMENS ADVANCED","POOL",21-07-10,206,"JENNIFER WILSON","NICOLE WARNER","WHITNEY FRAIRE","AMANDALYNN CALDER",0,7,21
"2021AF","WOMENS ADVANCED","POOL",21-07-10,207,"ALICIA TRUJILLO","BRITT PEREZ","CAMILLE ANDERSON","KAITLIN RO",0,11,21
"2021AF","WOMENS ADVANCED","POOL",21-07-10,208,"LIZA MURRAY","LEXI STRONG","BRITT PEREZ","ALICIA TRUJILLO",1,21,11
"2021AF","WOMENS ADVANCED","POOL",21-07-10,209,"JENNIFER WILSON","NICOLE WARNER","NICOL GAHLEY","KIERSTIE FELLER",0,7,21
"2021AF","WOMENS ADVANCED","POOL",21-07-10,210,"AMANDALYNN CALDER","WHITNEY FRAIRE","ALEAH GREGORY","HALEY COWAN",1,21,11
"2021AF","WOMENS ADVANCED","POOL",21-07-10,211,"LIZA MURRAY","LEXI STRONG","WHITNEY FRAIRE","AMANDALYNN CALDER",0,19,21
"2021AF","WOMENS ADVANCED","POOL",21-07-10,212,"JENNIFER WILSON","NICOLE WARNER","CAMILLE ANDERSON","KAITLIN RO",0,14,21
"2021AF","WOMENS ADVANCED","POOL",21-07-10,213,"KIERSTIE FELLER","NICOL GAHLEY","ALEAH GREGORY","HALEY COWAN",1,21,19
"2021AF","WOMENS ADVANCED","POOL",21-07-10,214,"JENNIFER WILSON","NICOLE WARNER","BRITT PEREZ","ALICIA TRUJILLO",1,23,21
"2021AF","WOMENS ADVANCED","POOL",21-07-10,215,"KIERSTIE FELLER","NICOL GAHLEY","WHITNEY FRAIRE","AMANDALYNN CALDER",0,12,21
"2021AF","WOMENS ADVANCED","POOL",21-07-10,216,"HALEY COWAN","ALEAH GREGORY","CAMILLE ANDERSON","KAITLIN RO",0,15,21
"2021AF","WOMENS ADVANCED","POOL",21-07-10,217,"LIZA MURRAY","LEXI STRONG","NICOL GAHLEY","KIERSTIE FELLER",0,14,21
"2021AF","WOMENS ADVANCED","POOL",21-07-10,218,"AMANDALYNN CALDER","WHITNEY FRAIRE","CAMILLE ANDERSON","KAITLIN RO",1,21,10
"2021AF","WOMENS ADVANCED","POOL",21-07-10,219,"ALICIA TRUJILLO","BRITT PEREZ","ALEAH GREGORY","HALEY COWAN",1,22,20
"2021AF","WOMENS ADVANCED","POOL",21-07-10,220,"LIZA MURRAY","LEXI STRONG","NICOLE WARNER","JENNIFER WILSON",1,21,14
"2021AF","WOMENS ADVANCED","POOL",21-07-10,221,"KIERSTIE FELLER","NICOL GAHLEY","CAMILLE ANDERSON","KAITLIN RO",1,21,18
"2021AF","WOMENS ADVANCED","POOL",21-07-10,222,"AMANDALYNN CALDER","WHITNEY FRAIRE","BRITT PEREZ","ALICIA TRUJILLO",1,21,12
"2021AF","WOMENS ADVANCED","QUARTER-FINALS",21-07-10,223,"KAITLIN RO","CAMILLE ANDERSON","BRITT PEREZ","ALICIA TRUJILLO",1,1,0
"2021AF","WOMENS ADVANCED","QUARTER-FINALS",21-07-10,224,"LIZA MURRAY","LEXI STRONG","NICOLE WARNER","JENNIFER WILSON",1,1,0
"2021AF","WOMENS ADVANCED","QUARTER-FINALS",21-07-10,225,"KIERSTIE FELLER","NICOL GAHLEY","ALEAH GREGORY","HALEY COWAN",1,1,0
"2021AF","WOMENS ADVANCED","SEMI-FINALS",21-07-10,226,"AMANDALYNN CALDER","WHITNEY FRAIRE","CAMILLE ANDERSON","KAITLIN RO",1,1,0
"2021AF","WOMENS ADVANCED","SEMI-FINALS",21-07-10,227,"LIZA MURRAY","LEXI STRONG","NICOL GAHLEY","KIERSTIE FELLER",1,1,0
"2021AF","WOMENS ADVANCED","1ST PLACE",21-07-10,228,"AMANDALYNN CALDER","WHITNEY FRAIRE","LEXI STRONG","LIZA MURRAY",1,1,0
"2021AF","WOMENS ADVANCED","LOSERS MINOR SF",21-07-10,229,"HALEY COWAN","ALEAH GREGORY","NICOLE WARNER","JENNIFER WILSON",1,1,0
"2021AF","WOMENS ADVANCED","LOSERS MINOR SF",21-07-10,230,"KIERSTIE FELLER","NICOL GAHLEY","BRITT PEREZ","ALICIA TRUJILLO",1,1,0
"2021AF","WOMENS ADVANCED","LOSERS MINOR SF",21-07-10,231,"KAITLIN RO","CAMILLE ANDERSON","ALEAH GREGORY","HALEY COWAN",0,0,1
"2021AF","WOMENS ADVANCED","LOSERS MINOR SF",21-07-10,232,"KIERSTIE FELLER","NICOL GAHLEY","ALEAH GREGORY","HALEY COWAN",1,1,0
"2021AF","WOMENS ADVANCED","LOSERS MINOR SF",21-07-10,233,"ALICIA TRUJILLO","BRITT PEREZ","CAMILLE ANDERSON","KAITLIN RO",0,1,2
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,234,"KATIE PIERSON","KARAH HUI","MOLLY MILES","TEDDI LESOINE",1,21,11
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,235,"KATIE PIERSON","KARAH HUI","MOLLY MILES","TEDDI LESOINE",1,21,12
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,236,"ALLIE FOSTER","JOELLE NGUYEN","MEAGAN BOWN","JENICA BARRETT",1,21,10
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,237,"ALLIE FOSTER","JOELLE NGUYEN","MEAGAN BOWN","JENICA BARRETT",1,21,8
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,238,"ALEXI NESS","TARA GLEASON","HAILEY EDWARDS","TAMARA WILLIS",1,24,22
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,239,"ALEXI NESS","TARA GLEASON","HAILEY EDWARDS","TAMARA WILLIS",0,16,21
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,240,"ALEXI NESS","TARA GLEASON","HAILEY EDWARDS","TAMARA WILLIS",0,18,21
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,241,"REBA OLSEN","JULIE KINARD","MELISSA MACLEAN","HALEY BENNETT",1,21,9
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,242,"REBA OLSEN","JULIE KINARD","MELISSA MACLEAN","HALEY BENNETT",1,21,9
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,243,"KATIE PIERSON","KARAH HUI","MEAGAN BOWN","JENICA BARRETT",1,21,10
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,244,"KATIE PIERSON","KARAH HUI","MEAGAN BOWN","JENICA BARRETT",1,21,10
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,245,"SARAH ALLEN","TORI FARLOW","MOLLY MILES","TEDDI LESOINE",1,21,18
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,246,"SARAH ALLEN","TORI FARLOW","MOLLY MILES","TEDDI LESOINE",1,21,15
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,247,"ALEXI NESS","TARA GLEASON","MELISSA MACLEAN","HALEY BENNETT",1,21,4
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,248,"ALEXI NESS","TARA GLEASON","MELISSA MACLEAN","HALEY BENNETT",1,21,12
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,249,"REBA OLSEN","JULIE KINARD","HAILEY EDWARDS","TAMARA WILLIS",0,13,21
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,250,"REBA OLSEN","JULIE KINARD","HAILEY EDWARDS","TAMARA WILLIS",0,17,21
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,251,"KATIE PIERSON","KARAH HUI","TORI FARLOW","SARAH ALLEN",1,21,14
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,252,"KATIE PIERSON","KARAH HUI","TORI FARLOW","SARAH ALLEN",1,21,17
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,253,"ALLIE FOSTER","JOELLE NGUYEN","MOLLY MILES","TEDDI LESOINE",1,21,10
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,254,"ALLIE FOSTER","JOELLE NGUYEN","MOLLY MILES","TEDDI LESOINE",1,21,16
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,255,"ALEXI NESS","TARA GLEASON","JULIE KINARD","REBA OLSEN",1,21,13
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,256,"ALEXI NESS","TARA GLEASON","JULIE KINARD","REBA OLSEN",1,21,19
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,257,"HALEY BENNETT","MELISSA MACLEAN","HAILEY EDWARDS","TAMARA WILLIS",0,5,21
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,258,"HALEY BENNETT","MELISSA MACLEAN","HAILEY EDWARDS","TAMARA WILLIS",0,3,21
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,259,"ALLIE FOSTER","JOELLE NGUYEN","TORI FARLOW","SARAH ALLEN",1,21,18
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,260,"ALLIE FOSTER","JOELLE NGUYEN","TORI FARLOW","SARAH ALLEN",1,21,16
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,261,"JENICA BARRETT","MEAGAN BOWN","MOLLY MILES","TEDDI LESOINE",0,11,21
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,262,"JENICA BARRETT","MEAGAN BOWN","MOLLY MILES","TEDDI LESOINE",0,11,21
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,263,"KATIE PIERSON","KARAH HUI","JOELLE NGUYEN","ALLIE FOSTER",1,21,14
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,264,"KATIE PIERSON","KARAH HUI","JOELLE NGUYEN","ALLIE FOSTER",1,21,16
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,265,"SARAH ALLEN","TORI FARLOW","MEAGAN BOWN","JENICA BARRETT",1,21,8
"2021ROCKHILL","WOMEN'S ADVANCED","POOL",21-07-10,266,"SARAH ALLEN","TORI FARLOW","MEAGAN BOWN","JENICA BARRETT",1,21,15
"2021ROCKHILL","WOMEN'S ADVANCED","ROUND OF 16",21-07-10,267,"REBA OLSEN","JULIE KINARD","MELISSA MACLEAN","HALEY BENNETT",1,21,13
"2021ROCKHILL","WOMEN'S ADVANCED","ROUND OF 16",21-07-10,268,"REBA OLSEN","JULIE KINARD","MELISSA MACLEAN","HALEY BENNETT",1,21,12
"2021ROCKHILL","WOMEN'S ADVANCED","QUARTER-FINALS",21-07-10,269,"KATIE PIERSON","KARAH HUI","JULIE KINARD","REBA OLSEN",1,21,13
"2021ROCKHILL","WOMEN'S ADVANCED","QUARTER-FINALS",21-07-10,270,"KATIE PIERSON","KARAH HUI","JULIE KINARD","REBA OLSEN",1,21,12
"2021ROCKHILL","WOMEN'S ADVANCED","QUARTER-FINALS",21-07-10,271,"TEDDI LESOINE","MOLLY MILES","MEAGAN BOWN","JENICA BARRETT",1,21,11
"2021ROCKHILL","WOMEN'S ADVANCED","QUARTER-FINALS",21-07-10,272,"TEDDI LESOINE","MOLLY MILES","MEAGAN BOWN","JENICA BARRETT",1,21,16
"2021ROCKHILL","WOMEN'S ADVANCED","QUARTER-FINALS",21-07-10,273,"ALLIE FOSTER","JOELLE NGUYEN","TARA GLEASON","ALEXI NESS",1,21,11
"2021ROCKHILL","WOMEN'S ADVANCED","QUARTER-FINALS",21-07-10,274,"ALLIE FOSTER","JOELLE NGUYEN","TARA GLEASON","ALEXI NESS",1,21,12
"2021ROCKHILL","WOMEN'S ADVANCED","QUARTER-FINALS",21-07-10,275,"SARAH ALLEN","TORI FARLOW","HAILEY EDWARDS","TAMARA WILLIS",1,21,13
"2021ROCKHILL","WOMEN'S ADVANCED","QUARTER-FINALS",21-07-10,276,"SARAH ALLEN","TORI FARLOW","HAILEY EDWARDS","TAMARA WILLIS",1,21,17
"2021ROCKHILL","WOMEN'S ADVANCED","SEMI-FINALS",21-07-10,277,"KATIE PIERSON","KARAH HUI","MOLLY MILES","TEDDI LESOINE",1,1,0
"2021ROCKHILL","WOMEN'S ADVANCED","SEMI-FINALS",21-07-10,278,"KATIE PIERSON","KARAH HUI","MOLLY MILES","TEDDI LESOINE",1,1,0
"2021ROCKHILL","WOMEN'S ADVANCED","SEMI-FINALS",21-07-10,279,"ALLIE FOSTER","JOELLE NGUYEN","TORI FARLOW","SARAH ALLEN",1,21,18
"2021ROCKHILL","WOMEN'S ADVANCED","SEMI-FINALS",21-07-10,280,"ALLIE FOSTER","JOELLE NGUYEN","TORI FARLOW","SARAH ALLEN",1,27,25
"2021ROCKHILL","WOMEN'S ADVANCED","1ST PLACE",21-07-10,281,"KATIE PIERSON","KARAH HUI","JOELLE NGUYEN","ALLIE FOSTER",1,21,14
"2021ROCKHILL","WOMEN'S ADVANCED","1ST PLACE",21-07-10,282,"KATIE PIERSON","KARAH HUI","JOELLE NGUYEN","ALLIE FOSTER",1,21,15
"2021ROCKHILL","WOMEN'S ADVANCED","3RD PLACE",21-07-10,283,"SARAH ALLEN","TORI FARLOW","MOLLY MILES","TEDDI LESOINE",0,18,21
"2021ROCKHILL","WOMEN'S ADVANCED","3RD PLACE",21-07-10,284,"SARAH ALLEN","TORI FARLOW","MOLLY MILES","TEDDI LESOINE",1,21,13
"2021ROCKHILL","WOMEN'S ADVANCED","3RD PLACE",21-07-10,285,"SARAH ALLEN","TORI FARLOW","MOLLY MILES","TEDDI LESOINE",1,21,15
"2021ROCKHILL","WOMEN'S ADVANCED","P5: SEMI-FINALS",21-07-10,286,"JENICA BARRETT","MEAGAN BOWN","JULIE KINARD","REBA OLSEN",1,21,12
"2021ROCKHILL","WOMEN'S ADVANCED","P5: SEMI-FINALS",21-07-10,287,"JENICA BARRETT","MEAGAN BOWN","JULIE KINARD","REBA OLSEN",1,21,17
"2021ROCKHILL","WOMEN'S ADVANCED","P5: SEMI-FINALS",21-07-10,288,"TAMARA WILLIS","HAILEY EDWARDS","TARA GLEASON","ALEXI NESS",1,24,22
"2021ROCKHILL","WOMEN'S ADVANCED","P5: SEMI-FINALS",21-07-10,289,"TAMARA WILLIS","HAILEY EDWARDS","TARA GLEASON","ALEXI NESS",0,18,21
"2021ROCKHILL","WOMEN'S ADVANCED","P5: SEMI-FINALS",21-07-10,290,"TAMARA WILLIS","HAILEY EDWARDS","TARA GLEASON","ALEXI NESS",0,18,21
"2021ROCKHILL","WOMEN'S ADVANCED","7TH PLACE",21-07-10,291,"TAMARA WILLIS","HAILEY EDWARDS","JULIE KINARD","REBA OLSEN",1,21,18
"2021ROCKHILL","WOMEN'S ADVANCED","7TH PLACE",21-07-10,292,"TAMARA WILLIS","HAILEY EDWARDS","JULIE KINARD","REBA OLSEN",1,21,11
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,293,"KIRSTIE SAVAGE","KATIE PIERSON","HAYLEY JAMES","KATIE IMHOF",1,21,7
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,294,"JORDANN VIGNA","FREDE CRETE","EVE FARRELL","BECKY SHAPIRO",1,21,4
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,295,"KALIN MORGAN","KAYLA WU-FLEMING","GRACE CONHEADY","NAMYA MALIK",1,21,7
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,296,"KIRSTIE SAVAGE","KATIE PIERSON","EVE FARRELL","BECKY SHAPIRO",1,21,8
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,297,"JORDANN VIGNA","FREDE CRETE","PERRIN YORK","MEY HELM",1,21,5
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,298,"NAMYA MALIK","GRACE CONHEADY","HAYLEY JAMES","KATIE IMHOF",1,21,8
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,299,"KIRSTIE SAVAGE","KATIE PIERSON","GRACE CONHEADY","NAMYA MALIK",1,21,9
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,300,"JORDANN VIGNA","FREDE CRETE","KAYLA WU-FLEMING","KALIN MORGAN",0,21,23
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,301,"MEY HELM","PERRIN YORK","EVE FARRELL","BECKY SHAPIRO",1,21,3
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,302,"KIRSTIE SAVAGE","KATIE PIERSON","PERRIN YORK","MEY HELM",1,21,9
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,303,"JORDANN VIGNA","FREDE CRETE","HAYLEY JAMES","KATIE IMHOF",1,21,9
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,304,"KALIN MORGAN","KAYLA WU-FLEMING","EVE FARRELL","BECKY SHAPIRO",1,21,8
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,305,"JORDANN VIGNA","FREDE CRETE","GRACE CONHEADY","NAMYA MALIK",1,21,8
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,306,"KALIN MORGAN","KAYLA WU-FLEMING","PERRIN YORK","MEY HELM",1,21,15
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,307,"BECKY SHAPIRO","EVE FARRELL","HAYLEY JAMES","KATIE IMHOF",0,10,21
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,308,"KIRSTIE SAVAGE","KATIE PIERSON","KAYLA WU-FLEMING","KALIN MORGAN",0,16,21
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,309,"MEY HELM","PERRIN YORK","HAYLEY JAMES","KATIE IMHOF",1,21,7
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,310,"NAMYA MALIK","GRACE CONHEADY","EVE FARRELL","BECKY SHAPIRO",1,21,13
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,311,"KIRSTIE SAVAGE","KATIE PIERSON","FREDE CRETE","JORDANN VIGNA",0,16,21
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,312,"KALIN MORGAN","KAYLA WU-FLEMING","HAYLEY JAMES","KATIE IMHOF",1,21,8
"2021SEATTLE","WOMEN'S ADVANCED","POOL",21-07-24,313,"MEY HELM","PERRIN YORK","GRACE CONHEADY","NAMYA MALIK",1,21,17
"2021SEATTLE","WOMEN'S ADVANCED","QUARTER-FINALS",21-07-24,314,"MEY HELM","PERRIN YORK","GRACE CONHEADY","NAMYA MALIK",1,2,0
"2021SEATTLE","WOMEN'S ADVANCED","QUARTER-FINALS",21-07-24,315,"MEY HELM","PERRIN YORK","GRACE CONHEADY","NAMYA MALIK",1,2,0
"2021SEATTLE","WOMEN'S ADVANCED","QUARTER-FINALS",21-07-24,316,"JORDANN VIGNA","FREDE CRETE","EVE FARRELL","BECKY SHAPIRO",1,21,8
"2021SEATTLE","WOMEN'S ADVANCED","QUARTER-FINALS",21-07-24,317,"JORDANN VIGNA","FREDE CRETE","EVE FARRELL","BECKY SHAPIRO",1,21,8
"2021SEATTLE","WOMEN'S ADVANCED","QUARTER-FINALS",21-07-24,318,"KIRSTIE SAVAGE","KATIE PIERSON","HAYLEY JAMES","KATIE IMHOF",1,1,0
"2021SEATTLE","WOMEN'S ADVANCED","QUARTER-FINALS",21-07-24,319,"KIRSTIE SAVAGE","KATIE PIERSON","HAYLEY JAMES","KATIE IMHOF",1,1,0
"2021SEATTLE","WOMEN'S ADVANCED","SEMI-FINALS",21-07-24,320,"KALIN MORGAN","KAYLA WU-FLEMING","PERRIN YORK","MEY HELM",1,21,16
"2021SEATTLE","WOMEN'S ADVANCED","SEMI-FINALS",21-07-24,321,"KALIN MORGAN","KAYLA WU-FLEMING","PERRIN YORK","MEY HELM",1,21,14
"2021SEATTLE","WOMEN'S ADVANCED","SEMI-FINALS",21-07-24,322,"JORDANN VIGNA","FREDE CRETE","KATIE PIERSON","KIRSTIE SAVAGE",1,1,0
"2021SEATTLE","WOMEN'S ADVANCED","SEMI-FINALS",21-07-24,323,"JORDANN VIGNA","FREDE CRETE","KATIE PIERSON","KIRSTIE SAVAGE",1,1,0
"2021SEATTLE","WOMEN'S ADVANCED","1ST PLACE",21-07-24,324,"KALIN MORGAN","KAYLA WU-FLEMING","FREDE CRETE","JORDANN VIGNA",0,13,21
"2021SEATTLE","WOMEN'S ADVANCED","1ST PLACE",21-07-24,325,"KALIN MORGAN","KAYLA WU-FLEMING","FREDE CRETE","JORDANN VIGNA",1,21,14
"2021SEATTLE","WOMEN'S ADVANCED","1ST PLACE",21-07-24,326,"KALIN MORGAN","KAYLA WU-FLEMING","FREDE CRETE","JORDANN VIGNA",1,22,20
"2021SEATTLE","WOMEN'S ADVANCED","3RD PLACE",21-07-24,327,"KIRSTIE SAVAGE","KATIE PIERSON","PERRIN YORK","MEY HELM",1,21,15
"2021SEATTLE","WOMEN'S ADVANCED","3RD PLACE",21-07-24,328,"KIRSTIE SAVAGE","KATIE PIERSON","PERRIN YORK","MEY HELM",1,21,12
"2021SALTLAKECITY","WOMEN'S","POOL",21-08-14,329,"KALIN MORGAN","KAYLA WU-FLEMING","NICOL GAHLEY","LEXI STRONG",1,21,10
"2021SALTLAKECITY","WOMEN'S","POOL",21-08-14,330,"KALIN MORGAN","KAYLA WU-FLEMING","NICOL GAHLEY","LEXI STRONG",1,21,12
"2021SALTLAKECITY","WOMEN'S","POOL",21-08-14,331,"KARAH HUI","ALLIE FOSTER","MEY HELM","ALEXI NESS",1,21,9
"2021SALTLAKECITY","WOMEN'S","POOL",21-08-14,332,"KARAH HUI","ALLIE FOSTER","MEY HELM","ALEXI NESS",1,21,13
"2021SALTLAKECITY","WOMEN'S","POOL",21-08-14,333,"OLIVIA JENKI","ALI JENKI","WHITNEY FRAIRE","LIZA MURRAY",1,21,11
